wavelength (micron), reflectivity
9.300000000000000488e-01,5.556511739999999699e-01
9.310000000000000497e-01,5.557728800000000247e-01
9.320000000000000506e-01,5.559567330000000362e-01
9.330000000000000515e-01,5.560659869999999838e-01
9.340000000000000524e-01,5.561824090000000442e-01
9.350000000000000533e-01,5.564398560000000105e-01
9.360000000000000542e-01,5.566469859999999548e-01
9.370000000000000551e-01,5.567387879999999845e-01
9.379999999999999449e-01,5.567647669999999938e-01
9.389999999999999458e-01,5.568481450000000166e-01
9.399999999999999467e-01,5.571147539999999898e-01
9.409999999999999476e-01,5.572760169999999569e-01
9.419999999999999485e-01,5.572931559999999562e-01
9.429999999999999494e-01,5.573170229999999670e-01
9.439999999999999503e-01,5.573724469999999931e-01
9.449999999999999512e-01,5.574217160000000115e-01
9.459999999999999520e-01,5.574731210000000159e-01
9.469999999999999529e-01,5.575576230000000022e-01
9.479999999999999538e-01,5.575705010000000517e-01
9.489999999999999547e-01,5.575989329999999633e-01
9.499999999999999556e-01,5.576526240000000412e-01
9.509999999999999565e-01,5.576601410000000536e-01
9.519999999999999574e-01,5.575889189999999607e-01
9.529999999999999583e-01,5.574536020000000480e-01
9.539999999999999591e-01,5.573035410000000134e-01
9.549999999999999600e-01,5.571988879999999478e-01
9.559999999999999609e-01,5.570978800000000453e-01
9.569999999999999618e-01,5.569261669999999720e-01
9.579999999999999627e-01,5.567000899999999808e-01
9.589999999999999636e-01,5.565105780000000335e-01
9.599999999999999645e-01,5.562519280000000066e-01
9.609999999999999654e-01,5.560041529999999455e-01
9.619999999999999662e-01,5.557591889999999868e-01
9.629999999999999671e-01,5.554171980000000008e-01
9.639999999999999680e-01,5.551132159999999649e-01
9.649999999999999689e-01,5.547471250000000076e-01
9.659999999999999698e-01,5.543740710000000238e-01
9.669999999999999707e-01,5.541867230000000477e-01
9.679999999999999716e-01,5.538002789999999509e-01
9.689999999999999725e-01,5.533508830000000156e-01
9.699999999999999734e-01,5.529726640000000026e-01
9.709999999999999742e-01,5.526778749999999851e-01
9.719999999999999751e-01,5.521306059999999682e-01
9.729999999999999760e-01,5.515912640000000255e-01
9.739999999999999769e-01,5.512139360000000154e-01
9.749999999999999778e-01,5.509222010000000003e-01
9.759999999999999787e-01,5.504910790000000498e-01
9.769999999999999796e-01,5.500822399999999446e-01
9.779999999999999805e-01,5.497505710000000212e-01
9.789999999999999813e-01,5.493979239999999820e-01
9.799999999999999822e-01,5.491857959999999483e-01
9.809999999999999831e-01,5.489754420000000357e-01
9.819999999999999840e-01,5.486420379999999986e-01
9.829999999999999849e-01,5.481940920000000217e-01
9.839999999999999858e-01,5.482671329999999621e-01
9.849999999999999867e-01,5.481669260000000543e-01
9.859999999999999876e-01,5.477511080000000421e-01
9.869999999999999885e-01,5.475301909999999994e-01
9.879999999999999893e-01,5.474480250000000048e-01
9.889999999999999902e-01,5.475074739999999940e-01
9.899999999999999911e-01,5.476065329999999509e-01
9.909999999999999920e-01,5.475841870000000000e-01
9.919999999999999929e-01,5.475120310000000101e-01
9.929999999999999938e-01,5.473470499999999461e-01
9.939999999999999947e-01,5.472370970000000057e-01
9.949999999999999956e-01,5.474054839999999977e-01
9.959999999999999964e-01,5.475359079999999601e-01
9.969999999999999973e-01,5.476529479999999728e-01
9.979999999999999982e-01,5.477022409999999786e-01
9.989999999999999991e-01,5.476295009999999630e-01
1.000000000000000000e+00,5.477986280000000097e-01
1.000999999999999890e+00,5.479261610000000227e-01
1.002000000000000002e+00,5.480536929999999529e-01
1.002999999999999892e+00,5.482489710000000294e-01
1.004000000000000004e+00,5.484562920000000119e-01
1.004999999999999893e+00,5.486665320000000401e-01
1.006000000000000005e+00,5.489426219999999912e-01
1.006999999999999895e+00,5.490630840000000346e-01
1.008000000000000007e+00,5.491493419999999848e-01
1.008999999999999897e+00,5.492779800000000545e-01
1.010000000000000009e+00,5.494283180000000266e-01
1.010999999999999899e+00,5.497444820000000343e-01
1.012000000000000011e+00,5.500219259999999943e-01
1.012999999999999901e+00,5.502288060000000147e-01
1.014000000000000012e+00,5.505071719999999891e-01
1.014999999999999902e+00,5.507562969999999503e-01
1.016000000000000014e+00,5.510088220000000092e-01
1.016999999999999904e+00,5.512802169999999613e-01
1.018000000000000016e+00,5.515627349999999707e-01
1.018999999999999906e+00,5.518144990000000139e-01
1.020000000000000018e+00,5.520864359999999582e-01
1.020999999999999908e+00,5.523784390000000544e-01
1.022000000000000020e+00,5.526987949999999650e-01
1.022999999999999909e+00,5.529523360000000443e-01
1.024000000000000021e+00,5.531815519999999653e-01
1.024999999999999911e+00,5.534431909999999455e-01
1.026000000000000023e+00,5.537090310000000182e-01
1.026999999999999913e+00,5.539753259999999901e-01
1.028000000000000025e+00,5.542314879999999944e-01
1.028999999999999915e+00,5.545115459999999663e-01
1.030000000000000027e+00,5.547856949999999676e-01
1.030999999999999917e+00,5.550690299999999633e-01
1.032000000000000028e+00,5.554197410000000223e-01
1.032999999999999918e+00,5.557052319999999934e-01
1.034000000000000030e+00,5.559467710000000062e-01
1.034999999999999920e+00,5.561994359999999915e-01
1.036000000000000032e+00,5.564419280000000301e-01
1.036999999999999922e+00,5.567236349999999945e-01
1.038000000000000034e+00,5.571289029999999531e-01
1.038999999999999924e+00,5.574659109999999806e-01
1.040000000000000036e+00,5.577157099999999756e-01
1.040999999999999925e+00,5.580024829999999936e-01
1.042000000000000037e+00,5.582700529999999883e-01
1.042999999999999927e+00,5.585302730000000215e-01
1.044000000000000039e+00,5.587729689999999527e-01
1.044999999999999929e+00,5.590696259999999862e-01
1.046000000000000041e+00,5.592790490000000281e-01
1.046999999999999931e+00,5.593416770000000371e-01
1.048000000000000043e+00,5.595583870000000459e-01
1.048999999999999932e+00,5.598365440000000470e-01
1.050000000000000044e+00,5.601137050000000173e-01
1.050999999999999934e+00,5.603684530000000441e-01
1.052000000000000046e+00,5.606061690000000430e-01
1.052999999999999936e+00,5.608145129999999590e-01
1.054000000000000048e+00,5.609661009999999948e-01
1.054999999999999938e+00,5.610991060000000141e-01
1.056000000000000050e+00,5.613167300000000415e-01
1.056999999999999940e+00,5.614176370000000249e-01
1.058000000000000052e+00,5.614842820000000012e-01
1.058999999999999941e+00,5.616218720000000220e-01
1.060000000000000053e+00,5.618141930000000173e-01
1.060999999999999943e+00,5.619298489999999813e-01
1.062000000000000055e+00,5.620408040000000049e-01
1.062999999999999945e+00,5.621545770000000442e-01
1.064000000000000057e+00,5.622121300000000321e-01
1.064999999999999947e+00,5.623232910000000029e-01
1.066000000000000059e+00,5.624392599999999964e-01
1.066999999999999948e+00,5.626454239999999496e-01
1.068000000000000060e+00,5.628112990000000426e-01
1.068999999999999950e+00,5.629415949999999613e-01
1.070000000000000062e+00,5.631193669999999818e-01
1.070999999999999952e+00,5.632060089999999519e-01
1.072000000000000064e+00,5.632785780000000297e-01
1.072999999999999954e+00,5.634072369999999497e-01
1.074000000000000066e+00,5.634889699999999779e-01
1.074999999999999956e+00,5.635195480000000368e-01
1.076000000000000068e+00,5.635891579999999790e-01
1.076999999999999957e+00,5.636752310000000543e-01
1.078000000000000069e+00,5.637528179999999889e-01
1.078999999999999959e+00,5.638356450000000519e-01
1.080000000000000071e+00,5.639219359999999570e-01
1.080999999999999961e+00,5.639889930000000495e-01
1.082000000000000073e+00,5.640785419999999606e-01
1.082999999999999963e+00,5.641848980000000457e-01
1.084000000000000075e+00,5.643064169999999491e-01
1.084999999999999964e+00,5.643919720000000195e-01
1.086000000000000076e+00,5.644352099999999650e-01
1.086999999999999966e+00,5.644939300000000326e-01
1.088000000000000078e+00,5.645343539999999605e-01
1.088999999999999968e+00,5.646044180000000523e-01
1.090000000000000080e+00,5.647242890000000459e-01
1.090999999999999970e+00,5.648056860000000290e-01
1.092000000000000082e+00,5.649003430000000270e-01
1.092999999999999972e+00,5.649305829999999862e-01
1.094000000000000083e+00,5.649152139999999989e-01
1.094999999999999973e+00,5.649084020000000317e-01
1.096000000000000085e+00,5.648178459999999568e-01
1.096999999999999975e+00,5.648226349999999618e-01
1.098000000000000087e+00,5.649143629999999749e-01
1.098999999999999977e+00,5.649533209999999528e-01
1.100000000000000089e+00,5.649865859999999573e-01
1.100999999999999979e+00,5.650458000000000425e-01
1.102000000000000091e+00,5.651002999999999998e-01
1.102999999999999980e+00,5.651234040000000514e-01
1.104000000000000092e+00,5.651384529999999851e-01
1.104999999999999982e+00,5.651772440000000230e-01
1.106000000000000094e+00,5.651675900000000530e-01
1.106999999999999984e+00,5.650747280000000261e-01
1.108000000000000096e+00,5.650796860000000255e-01
1.108999999999999986e+00,5.651365640000000079e-01
1.110000000000000098e+00,5.651505660000000208e-01
1.110999999999999988e+00,5.652252840000000500e-01
1.112000000000000099e+00,5.652075389999999810e-01
1.112999999999999989e+00,5.651274330000000123e-01
1.114000000000000101e+00,5.650312119999999494e-01
1.114999999999999991e+00,5.648669600000000290e-01
1.116000000000000103e+00,5.647376729999999956e-01
1.116999999999999993e+00,5.646102160000000536e-01
1.118000000000000105e+00,5.644770319999999897e-01
1.118999999999999995e+00,5.643340270000000158e-01
1.120000000000000107e+00,5.642017240000000156e-01
1.120999999999999996e+00,5.640069920000000403e-01
1.122000000000000108e+00,5.637640900000000510e-01
1.122999999999999998e+00,5.635239920000000291e-01
1.124000000000000110e+00,5.632807650000000166e-01
1.125000000000000000e+00,5.629785809999999779e-01
1.125999999999999890e+00,5.626554360000000088e-01
1.127000000000000002e+00,5.622920769999999457e-01
1.127999999999999892e+00,5.618934230000000030e-01
1.129000000000000004e+00,5.614415489999999842e-01
1.129999999999999893e+00,5.609800969999999554e-01
1.131000000000000005e+00,5.604347490000000098e-01
1.131999999999999895e+00,5.597871389999999892e-01
1.133000000000000007e+00,5.591483419999999649e-01
1.133999999999999897e+00,5.584702689999999636e-01
1.135000000000000009e+00,5.577682370000000001e-01
1.135999999999999899e+00,5.570460590000000378e-01
1.137000000000000011e+00,5.563257799999999920e-01
1.137999999999999901e+00,5.555425160000000417e-01
1.139000000000000012e+00,5.547308119999999620e-01
1.139999999999999902e+00,5.538535220000000425e-01
1.141000000000000014e+00,5.529294879999999690e-01
1.141999999999999904e+00,5.519670420000000188e-01
1.143000000000000016e+00,5.509390140000000047e-01
1.143999999999999906e+00,5.498992940000000385e-01
1.145000000000000018e+00,5.488492190000000548e-01
1.145999999999999908e+00,5.477356639999999555e-01
1.147000000000000020e+00,5.465967059999999877e-01
1.147999999999999909e+00,5.453887339999999861e-01
1.149000000000000021e+00,5.440896509999999520e-01
1.149999999999999911e+00,5.427966419999999959e-01
1.151000000000000023e+00,5.414262930000000029e-01
1.151999999999999913e+00,5.400962929999999496e-01
1.153000000000000025e+00,5.387757949999999463e-01
1.153999999999999915e+00,5.374694930000000204e-01
1.155000000000000027e+00,5.361446589999999679e-01
1.155999999999999917e+00,5.348090239999999662e-01
1.157000000000000028e+00,5.335114899999999771e-01
1.157999999999999918e+00,5.321889180000000108e-01
1.159000000000000030e+00,5.309348050000000097e-01
1.159999999999999920e+00,5.297290199999999949e-01
1.161000000000000032e+00,5.285422570000000153e-01
1.161999999999999922e+00,5.273677279999999801e-01
1.163000000000000034e+00,5.262495120000000304e-01
1.163999999999999924e+00,5.251580369999999665e-01
1.165000000000000036e+00,5.241205559999999597e-01
1.165999999999999925e+00,5.231467359999999456e-01
1.167000000000000037e+00,5.221854139999999589e-01
1.167999999999999927e+00,5.212815299999999930e-01
1.169000000000000039e+00,5.203650039999999644e-01
1.169999999999999929e+00,5.194415620000000233e-01
1.171000000000000041e+00,5.185622189999999909e-01
1.171999999999999931e+00,5.176703550000000265e-01
1.173000000000000043e+00,5.167991739999999723e-01
1.173999999999999932e+00,5.158844030000000469e-01
1.175000000000000044e+00,5.149455720000000181e-01
1.175999999999999934e+00,5.140274919999999748e-01
1.177000000000000046e+00,5.130929600000000423e-01
1.177999999999999936e+00,5.121540150000000180e-01
1.179000000000000048e+00,5.112330309999999489e-01
1.179999999999999938e+00,5.103051219999999999e-01
1.181000000000000050e+00,5.093437389999999620e-01
1.181999999999999940e+00,5.084121010000000052e-01
1.183000000000000052e+00,5.074511139999999809e-01
1.183999999999999941e+00,5.065744309999999917e-01
1.185000000000000053e+00,5.057408349999999997e-01
1.185999999999999943e+00,5.049283039999999945e-01
1.187000000000000055e+00,5.041527689999999451e-01
1.187999999999999945e+00,5.034548970000000123e-01
1.189000000000000057e+00,5.027439599999999897e-01
1.189999999999999947e+00,5.020862240000000254e-01
1.191000000000000059e+00,5.014889620000000381e-01
1.191999999999999948e+00,5.009581050000000424e-01
1.193000000000000060e+00,5.004527460000000039e-01
1.193999999999999950e+00,4.999908650000000065e-01
1.195000000000000062e+00,4.995652320000000257e-01
1.195999999999999952e+00,4.991782699999999795e-01
1.197000000000000064e+00,4.988387249999999828e-01
1.197999999999999954e+00,4.985502239999999863e-01
1.199000000000000066e+00,4.982859479999999786e-01
1.199999999999999956e+00,4.980579099999999926e-01
1.201000000000000068e+00,4.978629680000000168e-01
1.201999999999999957e+00,4.976839619999999798e-01
1.203000000000000069e+00,4.975608619999999926e-01
1.203999999999999959e+00,4.974863110000000144e-01
1.205000000000000071e+00,4.974578430000000107e-01
1.205999999999999961e+00,4.974304440000000271e-01
1.207000000000000073e+00,4.974664420000000087e-01
1.207999999999999963e+00,4.975476600000000027e-01
1.209000000000000075e+00,4.976486629999999911e-01
1.209999999999999964e+00,4.978016789999999969e-01
1.211000000000000076e+00,4.980189239999999740e-01
1.211999999999999966e+00,4.982521520000000037e-01
1.213000000000000078e+00,4.985020330000000111e-01
1.213999999999999968e+00,4.988160059999999785e-01
1.215000000000000080e+00,4.991671759999999902e-01
1.215999999999999970e+00,4.995839349999999790e-01
1.217000000000000082e+00,5.000601340000000450e-01
1.217999999999999972e+00,5.005765140000000279e-01
1.219000000000000083e+00,5.011817560000000338e-01
1.219999999999999973e+00,5.017679019999999879e-01
1.221000000000000085e+00,5.023916990000000249e-01
1.221999999999999975e+00,5.030100840000000240e-01
1.223000000000000087e+00,5.036027499999999879e-01
1.223999999999999977e+00,5.042044180000000431e-01
1.225000000000000089e+00,5.047767199999999566e-01
1.225999999999999979e+00,5.053763940000000066e-01
1.227000000000000091e+00,5.060065209999999869e-01
1.227999999999999980e+00,5.066292989999999774e-01
1.229000000000000092e+00,5.072451070000000284e-01
1.229999999999999982e+00,5.078429269999999995e-01
1.231000000000000094e+00,5.084265559999999740e-01
1.231999999999999984e+00,5.089697779999999838e-01
1.233000000000000096e+00,5.095256630000000175e-01
1.233999999999999986e+00,5.100931300000000057e-01
1.235000000000000098e+00,5.106360519999999514e-01
1.235999999999999988e+00,5.111594820000000539e-01
1.237000000000000099e+00,5.116885880000000553e-01
1.237999999999999989e+00,5.122192380000000211e-01
1.239000000000000101e+00,5.127234200000000408e-01
1.239999999999999991e+00,5.132297300000000506e-01
1.241000000000000103e+00,5.136952630000000131e-01
1.241999999999999993e+00,5.141226930000000195e-01
1.243000000000000105e+00,5.145639429999999681e-01
1.243999999999999995e+00,5.149918380000000351e-01
1.245000000000000107e+00,5.154269820000000335e-01
1.245999999999999996e+00,5.158407919999999924e-01
1.247000000000000108e+00,5.162250769999999767e-01
1.247999999999999998e+00,5.166198480000000481e-01
1.249000000000000110e+00,5.169568650000000432e-01
1.250000000000000000e+00,5.172926979999999952e-01
1.250999999999999890e+00,5.176323250000000042e-01
1.252000000000000002e+00,5.179437199999999963e-01
1.252999999999999892e+00,5.182169300000000201e-01
1.254000000000000004e+00,5.185071629999999931e-01
1.254999999999999893e+00,5.187911240000000479e-01
1.256000000000000005e+00,5.190570820000000030e-01
1.256999999999999895e+00,5.193106280000000519e-01
1.258000000000000007e+00,5.195739360000000140e-01
1.258999999999999897e+00,5.198354039999999454e-01
1.260000000000000009e+00,5.200862929999999773e-01
1.260999999999999899e+00,5.203476620000000441e-01
1.262000000000000011e+00,5.206047539999999474e-01
1.262999999999999901e+00,5.208478060000000243e-01
1.264000000000000012e+00,5.210641799999999879e-01
1.264999999999999902e+00,5.212596990000000208e-01
1.266000000000000014e+00,5.214710890000000543e-01
1.266999999999999904e+00,5.216758790000000090e-01
1.268000000000000016e+00,5.219098720000000524e-01
1.268999999999999906e+00,5.222151269999999457e-01
1.270000000000000018e+00,5.224808250000000376e-01
1.270999999999999908e+00,5.227392349999999688e-01
1.272000000000000020e+00,5.230035050000000352e-01
1.272999999999999909e+00,5.232666360000000072e-01
1.274000000000000021e+00,5.234974949999999794e-01
1.274999999999999911e+00,5.237604230000000305e-01
1.276000000000000023e+00,5.240341090000000257e-01
1.276999999999999913e+00,5.243274159999999906e-01
1.278000000000000025e+00,5.246452790000000199e-01
1.278999999999999915e+00,5.249479000000000228e-01
1.280000000000000027e+00,5.252685480000000018e-01
1.280999999999999917e+00,5.255757130000000554e-01
1.282000000000000028e+00,5.258424830000000272e-01
1.282999999999999918e+00,5.261133500000000351e-01
1.284000000000000030e+00,5.263873500000000316e-01
1.284999999999999920e+00,5.266445290000000279e-01
1.286000000000000032e+00,5.269005390000000011e-01
1.286999999999999922e+00,5.271484269999999750e-01
1.288000000000000034e+00,5.273758699999999688e-01
1.288999999999999924e+00,5.275483220000000140e-01
1.290000000000000036e+00,5.276903830000000406e-01
1.290999999999999925e+00,5.278302729999999610e-01
1.292000000000000037e+00,5.279633339999999508e-01
1.292999999999999927e+00,5.281277549999999765e-01
1.294000000000000039e+00,5.282547159999999575e-01
1.294999999999999929e+00,5.283897199999999517e-01
1.296000000000000041e+00,5.284528419999999782e-01
1.296999999999999931e+00,5.284722069999999716e-01
1.298000000000000043e+00,5.284554049999999892e-01
1.298999999999999932e+00,5.283715580000000189e-01
1.300000000000000044e+00,5.283146389999999748e-01
1.300999999999999934e+00,5.282571969999999562e-01
1.302000000000000046e+00,5.281638109999999831e-01
1.302999999999999936e+00,5.280572590000000011e-01
1.304000000000000048e+00,5.279251700000000547e-01
1.304999999999999938e+00,5.277219199999999555e-01
1.306000000000000050e+00,5.274967249999999996e-01
1.306999999999999940e+00,5.272553159999999739e-01
1.308000000000000052e+00,5.269723640000000264e-01
1.308999999999999941e+00,5.266940620000000184e-01
1.310000000000000053e+00,5.264174029999999505e-01
1.310999999999999943e+00,5.261000059999999534e-01
1.312000000000000055e+00,5.257557489999999945e-01
1.312999999999999945e+00,5.253869359999999711e-01
1.314000000000000057e+00,5.249858139999999951e-01
1.314999999999999947e+00,5.245492360000000298e-01
1.316000000000000059e+00,5.240722650000000371e-01
1.316999999999999948e+00,5.235707920000000071e-01
1.318000000000000060e+00,5.230310940000000297e-01
1.318999999999999950e+00,5.224625579999999658e-01
1.320000000000000062e+00,5.218909440000000233e-01
1.320999999999999952e+00,5.212525620000000304e-01
1.322000000000000064e+00,5.205745309999999515e-01
1.322999999999999954e+00,5.198430259999999858e-01
1.324000000000000066e+00,5.190488429999999820e-01
1.324999999999999956e+00,5.182075889999999685e-01
1.326000000000000068e+00,5.173085229999999646e-01
1.326999999999999957e+00,5.163642480000000257e-01
1.328000000000000069e+00,5.154061709999999685e-01
1.328999999999999959e+00,5.144004800000000488e-01
1.330000000000000071e+00,5.133443290000000436e-01
1.330999999999999961e+00,5.122616779999999981e-01
1.332000000000000073e+00,5.111351710000000548e-01
1.332999999999999963e+00,5.099979839999999598e-01
1.334000000000000075e+00,5.088396339999999851e-01
1.334999999999999964e+00,5.076271660000000185e-01
1.336000000000000076e+00,5.064179749999999647e-01
1.336999999999999966e+00,5.051327709999999804e-01
1.338000000000000078e+00,5.037512389999999618e-01
1.338999999999999968e+00,5.023809030000000453e-01
1.340000000000000080e+00,5.009742139999999733e-01
1.340999999999999970e+00,4.995239870000000026e-01
1.342000000000000082e+00,4.980774740000000200e-01
1.342999999999999972e+00,4.966497950000000050e-01
1.344000000000000083e+00,4.951778740000000179e-01
1.344999999999999973e+00,4.936715509999999862e-01
1.346000000000000085e+00,4.921380490000000218e-01
1.346999999999999975e+00,4.905631839999999855e-01
1.348000000000000087e+00,4.889997099999999763e-01
1.348999999999999977e+00,4.874226400000000181e-01
1.350000000000000089e+00,4.858560160000000017e-01
1.350999999999999979e+00,4.842927009999999921e-01
1.352000000000000091e+00,4.827157040000000232e-01
1.352999999999999980e+00,4.811456829999999907e-01
1.354000000000000092e+00,4.795614480000000013e-01
1.354999999999999982e+00,4.779796700000000231e-01
1.356000000000000094e+00,4.764226690000000208e-01
1.356999999999999984e+00,4.748989359999999937e-01
1.358000000000000096e+00,4.734253210000000101e-01
1.358999999999999986e+00,4.719609060000000134e-01
1.360000000000000098e+00,4.705126179999999936e-01
1.360999999999999988e+00,4.691155499999999923e-01
1.362000000000000099e+00,4.677101519999999901e-01
1.362999999999999989e+00,4.663625370000000214e-01
1.364000000000000101e+00,4.651260130000000048e-01
1.364999999999999991e+00,4.639589100000000021e-01
1.366000000000000103e+00,4.628920209999999869e-01
1.366999999999999993e+00,4.618834059999999964e-01
1.368000000000000105e+00,4.609902269999999747e-01
1.368999999999999995e+00,4.601160990000000006e-01
1.370000000000000107e+00,4.592839719999999848e-01
1.370999999999999996e+00,4.584801479999999763e-01
1.372000000000000108e+00,4.577244650000000248e-01
1.372999999999999998e+00,4.570034680000000238e-01
1.374000000000000110e+00,4.562691130000000039e-01
1.375000000000000000e+00,4.555509580000000058e-01
1.375999999999999890e+00,4.547943190000000024e-01
1.377000000000000002e+00,4.539749980000000185e-01
1.377999999999999892e+00,4.531020680000000245e-01
1.379000000000000004e+00,4.521128700000000000e-01
1.379999999999999893e+00,4.509904020000000124e-01
1.381000000000000005e+00,4.497918349999999732e-01
1.381999999999999895e+00,4.485004790000000074e-01
1.383000000000000007e+00,4.471113669999999818e-01
1.383999999999999897e+00,4.456643969999999899e-01
1.385000000000000009e+00,4.440948880000000210e-01
1.385999999999999899e+00,4.424236040000000258e-01
1.387000000000000011e+00,4.406243320000000074e-01
1.387999999999999901e+00,4.386531870000000000e-01
1.389000000000000012e+00,4.366045379999999865e-01
1.389999999999999902e+00,4.344202050000000037e-01
1.391000000000000014e+00,4.320976659999999914e-01
1.391999999999999904e+00,4.296766180000000102e-01
1.393000000000000016e+00,4.271003360000000248e-01
1.393999999999999906e+00,4.244382930000000220e-01
1.395000000000000018e+00,4.216497579999999856e-01
1.395999999999999908e+00,4.187540559999999856e-01
1.397000000000000020e+00,4.157813129999999857e-01
1.397999999999999909e+00,4.127137300000000009e-01
1.399000000000000021e+00,4.095206069999999809e-01
1.399999999999999911e+00,4.062981820000000077e-01
1.401000000000000023e+00,4.030076799999999793e-01
1.401999999999999913e+00,3.995487649999999724e-01
1.403000000000000025e+00,3.960649299999999817e-01
1.403999999999999915e+00,3.924451230000000068e-01
1.405000000000000027e+00,3.887422999999999851e-01
1.405999999999999917e+00,3.850989830000000058e-01
1.407000000000000028e+00,3.813931249999999995e-01
1.407999999999999918e+00,3.777250409999999836e-01
1.409000000000000030e+00,3.740466769999999941e-01
1.409999999999999920e+00,3.703000960000000230e-01
1.411000000000000032e+00,3.666497389999999745e-01
1.411999999999999922e+00,3.629633139999999814e-01
1.413000000000000034e+00,3.593027089999999979e-01
1.413999999999999924e+00,3.558086930000000092e-01
1.415000000000000036e+00,3.523157120000000031e-01
1.415999999999999925e+00,3.488973479999999960e-01
1.417000000000000037e+00,3.455869739999999912e-01
1.417999999999999927e+00,3.422921979999999920e-01
1.419000000000000039e+00,3.391121029999999981e-01
1.419999999999999929e+00,3.360167130000000224e-01
1.421000000000000041e+00,3.329920270000000238e-01
1.421999999999999931e+00,3.301233749999999967e-01
1.423000000000000043e+00,3.273599200000000264e-01
1.423999999999999932e+00,3.247172460000000149e-01
1.425000000000000044e+00,3.221772689999999884e-01
1.425999999999999934e+00,3.197447150000000127e-01
1.427000000000000046e+00,3.174379339999999772e-01
1.427999999999999936e+00,3.152488070000000198e-01
1.429000000000000048e+00,3.131262269999999792e-01
1.429999999999999938e+00,3.111175090000000143e-01
1.431000000000000050e+00,3.092713200000000162e-01
1.431999999999999940e+00,3.074817990000000001e-01
1.433000000000000052e+00,3.058247399999999838e-01
1.433999999999999941e+00,3.042977609999999999e-01
1.435000000000000053e+00,3.028250479999999856e-01
1.435999999999999943e+00,3.014456759999999957e-01
1.437000000000000055e+00,3.001534260000000010e-01
1.437999999999999945e+00,2.989848520000000232e-01
1.439000000000000057e+00,2.979296860000000269e-01
1.439999999999999947e+00,2.969276479999999885e-01
1.441000000000000059e+00,2.960059369999999968e-01
1.441999999999999948e+00,2.951429059999999827e-01
1.443000000000000060e+00,2.943196909999999944e-01
1.443999999999999950e+00,2.935840969999999883e-01
1.445000000000000062e+00,2.929039130000000157e-01
1.445999999999999952e+00,2.922637799999999730e-01
1.447000000000000064e+00,2.916971340000000246e-01
1.447999999999999954e+00,2.911577459999999951e-01
1.449000000000000066e+00,2.906477279999999941e-01
1.449999999999999956e+00,2.901864299999999952e-01
1.451000000000000068e+00,2.897198280000000126e-01
1.451999999999999957e+00,2.892915850000000177e-01
1.453000000000000069e+00,2.889216290000000131e-01
1.453999999999999959e+00,2.885545039999999894e-01
1.455000000000000071e+00,2.882330590000000137e-01
1.455999999999999961e+00,2.879589719999999797e-01
1.457000000000000073e+00,2.876850710000000144e-01
1.457999999999999963e+00,2.874288669999999768e-01
1.459000000000000075e+00,2.871998210000000218e-01
1.459999999999999964e+00,2.869882970000000033e-01
1.461000000000000076e+00,2.867827920000000086e-01
1.461999999999999966e+00,2.866092190000000262e-01
1.463000000000000078e+00,2.864633469999999793e-01
1.463999999999999968e+00,2.863418850000000182e-01
1.465000000000000080e+00,2.862423780000000195e-01
1.465999999999999970e+00,2.861662340000000193e-01
1.467000000000000082e+00,2.861199059999999794e-01
1.467999999999999972e+00,2.861062090000000002e-01
1.469000000000000083e+00,2.861111199999999966e-01
1.469999999999999973e+00,2.861262190000000150e-01
1.471000000000000085e+00,2.861578009999999894e-01
1.471999999999999975e+00,2.862192479999999817e-01
1.473000000000000087e+00,2.863057050000000214e-01
1.473999999999999977e+00,2.864344549999999767e-01
1.475000000000000089e+00,2.866087440000000264e-01
1.475999999999999979e+00,2.867946410000000168e-01
1.477000000000000091e+00,2.870068259999999927e-01
1.477999999999999980e+00,2.872511640000000033e-01
1.479000000000000092e+00,2.875020010000000070e-01
1.479999999999999982e+00,2.877463319999999936e-01
1.481000000000000094e+00,2.880006489999999975e-01
1.481999999999999984e+00,2.882498439999999773e-01
1.483000000000000096e+00,2.885212200000000227e-01
1.483999999999999986e+00,2.888511340000000094e-01
1.485000000000000098e+00,2.891680119999999743e-01
1.485999999999999988e+00,2.895092280000000073e-01
1.487000000000000099e+00,2.898701909999999993e-01
1.487999999999999989e+00,2.901983069999999887e-01
1.489000000000000101e+00,2.905340730000000038e-01
1.489999999999999991e+00,2.908587990000000012e-01
1.491000000000000103e+00,2.912007240000000219e-01
1.491999999999999993e+00,2.915674739999999932e-01
1.493000000000000105e+00,2.919474899999999762e-01
1.493999999999999995e+00,2.923600419999999867e-01
1.495000000000000107e+00,2.927878780000000014e-01
1.495999999999999996e+00,2.932178480000000032e-01
1.497000000000000108e+00,2.936443200000000142e-01
1.497999999999999998e+00,2.940864320000000087e-01
1.499000000000000110e+00,2.945311239999999775e-01
1.500000000000000000e+00,2.949552639999999948e-01
1.500999999999999890e+00,2.953795479999999918e-01
1.502000000000000002e+00,2.958078630000000042e-01
1.502999999999999892e+00,2.962425530000000196e-01
1.504000000000000004e+00,2.966559579999999974e-01
1.504999999999999893e+00,2.970990539999999736e-01
1.506000000000000005e+00,2.975725739999999786e-01
1.506999999999999895e+00,2.980366580000000098e-01
1.508000000000000007e+00,2.984989969999999881e-01
1.508999999999999897e+00,2.989935450000000272e-01
1.510000000000000009e+00,2.994686489999999757e-01
1.510999999999999899e+00,2.999249290000000068e-01
