Wavelength (micron), Reflectance
7.3600000e-001,4.7147131e-001
7.3699999e-001,4.8047051e-001
7.3799998e-001,4.8915339e-001
7.3900002e-001,4.9752197e-001
7.4000001e-001,5.0556755e-001
7.4100000e-001,5.1327771e-001
7.4199998e-001,5.2064264e-001
7.4299997e-001,5.2765918e-001
7.4400002e-001,5.3432441e-001
7.4500000e-001,5.4063845e-001
7.4599999e-001,5.4660821e-001
7.4699998e-001,5.5224270e-001
7.4800003e-001,5.5754918e-001
7.4900001e-001,5.6253028e-001
7.5000000e-001,5.6718719e-001
7.5099999e-001,5.7152385e-001
7.5199997e-001,5.7555383e-001
7.5300002e-001,5.7929403e-001
7.5400001e-001,5.8275819e-001
7.5500000e-001,5.8595979e-001
7.5599998e-001,5.8890861e-001
7.5700003e-001,5.9161800e-001
7.5800002e-001,5.9411007e-001
7.5900000e-001,5.9641016e-001
7.5999999e-001,5.9853965e-001
7.6099998e-001,6.0050517e-001
7.6200002e-001,6.0230982e-001
7.6300001e-001,6.0395789e-001
7.6400000e-001,6.0545737e-001
7.6499999e-001,6.0681772e-001
7.6599997e-001,6.0805053e-001
7.6700002e-001,6.0917711e-001
7.6800001e-001,6.1022091e-001
7.6899999e-001,6.1120057e-001
7.6999998e-001,6.1211401e-001
7.7100003e-001,6.1295390e-001
7.7200001e-001,6.1371803e-001
7.7300000e-001,6.1442286e-001
7.7399999e-001,6.1508989e-001
7.7499998e-001,6.1573523e-001
7.7600002e-001,6.1635369e-001
7.7700001e-001,6.1693484e-001
7.7800000e-001,6.1747015e-001
7.7899998e-001,6.1795872e-001
7.7999997e-001,6.1840212e-001
7.8100002e-001,6.1880457e-001
7.8200001e-001,6.1918348e-001
7.8299999e-001,6.1955953e-001
7.8399998e-001,6.1994654e-001
7.8500003e-001,6.2033296e-001
7.8600001e-001,6.2070054e-001
7.8700000e-001,6.2103677e-001
7.8799999e-001,6.2135178e-001
7.8899997e-001,6.2166160e-001
7.9000002e-001,6.2197745e-001
7.9100001e-001,6.2229323e-001
7.9200000e-001,6.2259823e-001
7.9299998e-001,6.2288493e-001
7.9400003e-001,6.2315857e-001
7.9500002e-001,6.2342572e-001
7.9600000e-001,6.2369251e-001
7.9699999e-001,6.2395614e-001
7.9799998e-001,6.2421137e-001
7.9900002e-001,6.2445462e-001
8.0000001e-001,6.2468988e-001
8.0100000e-001,6.2492275e-001
8.0199999e-001,6.2515700e-001
8.0299997e-001,6.2538975e-001
8.0400002e-001,6.2561619e-001
8.0500001e-001,6.2583309e-001
8.0599999e-001,6.2604171e-001
8.0699998e-001,6.2624514e-001
8.0800003e-001,6.2644523e-001
8.0900002e-001,6.2663972e-001
8.1000000e-001,6.2682557e-001
