Wavelength (micron), Reflectance
5.1700002e-001, 5.0561707e-002
5.1800001e-001, 5.1026452e-002
5.1899999e-001, 5.1507704e-002
5.1999998e-001, 5.1998731e-002
5.2100003e-001, 5.2493505e-002
5.2200001e-001, 5.2989282e-002
5.2300000e-001, 5.3483196e-002
5.2399999e-001, 5.3978890e-002
5.2499998e-001, 5.4467358e-002
5.2600002e-001, 5.4962665e-002
5.2700001e-001, 5.5454928e-002
5.2800000e-001, 5.5936433e-002
5.2899998e-001, 5.6414455e-002
5.2999997e-001, 5.6868743e-002
5.3100002e-001, 5.7285648e-002
5.3200001e-001, 5.7688911e-002
5.3299999e-001, 5.8081400e-002
5.3399998e-001, 5.8465596e-002
5.3500003e-001, 5.8832891e-002
5.3600001e-001, 5.9181985e-002
5.3700000e-001, 5.9513330e-002
5.3799999e-001, 5.9824586e-002
5.3899997e-001, 6.0123440e-002
5.4000002e-001, 6.0414616e-002
5.4100001e-001, 6.0697440e-002
5.4200000e-001, 6.0975004e-002
5.4299998e-001, 6.1246425e-002
5.4400003e-001, 6.1509609e-002
5.4500002e-001, 6.1757889e-002
5.4600000e-001, 6.2011175e-002
5.4699999e-001, 6.2269028e-002
5.4799998e-001, 6.2518850e-002
5.4900002e-001, 6.2763378e-002
5.5000001e-001, 6.2999345e-002
5.5100000e-001, 6.3216276e-002
5.5199999e-001, 6.3431621e-002
5.5299997e-001, 6.3634939e-002
5.5400002e-001, 6.3817471e-002
5.5500001e-001, 6.3979998e-002
5.5599999e-001, 6.4126030e-002
5.5699998e-001, 6.4255513e-002
5.5800003e-001, 6.4346619e-002
5.5900002e-001, 6.4422376e-002
5.6000000e-001, 6.4485937e-002
5.6099999e-001, 6.4541854e-002
5.6199998e-001, 6.4576954e-002
5.6300002e-001, 6.4600818e-002
5.6400001e-001, 6.4617336e-002
5.6500000e-001, 6.4611949e-002
5.6599998e-001, 6.4592689e-002
5.6699997e-001, 6.4558715e-002
5.6800002e-001, 6.4514078e-002
5.6900001e-001, 6.4457200e-002
5.6999999e-001, 6.4389437e-002
5.7099998e-001, 6.4322852e-002
5.7200003e-001, 6.4250007e-002
5.7300001e-001, 6.4177081e-002
5.7400000e-001, 6.4116344e-002
5.7499999e-001, 6.4058967e-002
5.7599998e-001, 6.4008981e-002
5.7700002e-001, 6.3972227e-002
5.7800001e-001, 6.3946046e-002
5.7900000e-001, 6.3926168e-002
5.7999998e-001, 6.3912734e-002
5.8099997e-001, 6.3910149e-002
5.8200002e-001, 6.3913010e-002
5.8300000e-001, 6.3923411e-002
5.8399999e-001, 6.3955978e-002
5.8499998e-001, 6.3991204e-002
5.8600003e-001, 6.4027883e-002
5.8700001e-001, 6.4064808e-002
5.8800000e-001, 6.4110689e-002
5.8899999e-001, 6.4162813e-002
5.8999997e-001, 6.4221211e-002
5.9100002e-001, 6.4287134e-002
5.9200001e-001, 6.4360395e-002
5.9299999e-001, 6.4439602e-002
5.9399998e-001, 6.4519748e-002
5.9500003e-001, 6.4621210e-002
5.9600002e-001, 6.4733215e-002
5.9700000e-001, 6.4835005e-002
5.9799999e-001, 6.4933136e-002
5.9899998e-001, 6.5029830e-002
6.0000002e-001, 6.5125242e-002
6.0100001e-001, 6.5219812e-002
6.0200000e-001, 6.5304942e-002
6.0299999e-001, 6.5377377e-002
6.0399997e-001, 6.5451480e-002
6.0500002e-001, 6.5516800e-002
6.0600001e-001, 6.5573506e-002
6.0699999e-001, 6.5615460e-002
6.0799998e-001, 6.5651841e-002
6.0900003e-001, 6.5684237e-002
6.1000001e-001, 6.5711565e-002
6.1100000e-001, 6.5724552e-002
6.1199999e-001, 6.5736078e-002
6.1299998e-001, 6.5750979e-002
6.1400002e-001, 6.5767758e-002
6.1500001e-001, 6.5792710e-002
6.1600000e-001, 6.5825731e-002
6.1699998e-001, 6.5856196e-002
6.1799997e-001, 6.5905668e-002
6.1900002e-001, 6.5964639e-002
6.2000000e-001, 6.6014640e-002
6.2099999e-001, 6.6082038e-002
6.2199998e-001, 6.6155918e-002
6.2300003e-001, 6.6231102e-002
6.2400001e-001, 6.6337422e-002
6.2500000e-001, 6.6449225e-002
6.2599999e-001, 6.6561483e-002
6.2699997e-001, 6.6669814e-002
6.2800002e-001, 6.6793270e-002
6.2900001e-001, 6.6928208e-002
6.3000000e-001, 6.7058817e-002
6.3099998e-001, 6.7190446e-002
6.3200003e-001, 6.7322336e-002
6.3300002e-001, 6.7453668e-002
6.3400000e-001, 6.7551062e-002
6.3499999e-001, 6.7646943e-002
6.3599998e-001, 6.7755498e-002
6.3700002e-001, 6.7810506e-002
6.3800001e-001, 6.7859791e-002
6.3900000e-001, 6.7905650e-002
6.3999999e-001, 6.7921869e-002
6.4099997e-001, 6.7947805e-002
6.4200002e-001, 6.7974456e-002
6.4300001e-001, 6.7974389e-002
6.4399999e-001, 6.7973115e-002
6.4499998e-001, 6.7972668e-002
6.4600003e-001, 6.7974851e-002
6.4700001e-001, 6.7969687e-002
6.4800000e-001, 6.7979470e-002
6.4899999e-001, 6.8011768e-002
6.4999998e-001, 6.8050735e-002
6.5100002e-001, 6.8100221e-002
6.5200001e-001, 6.8158843e-002
6.5300000e-001, 6.8221085e-002
6.5399998e-001, 6.8277575e-002
6.5499997e-001, 6.8332396e-002
6.5600002e-001, 6.8387307e-002
6.5700001e-001, 6.8426445e-002
6.5799999e-001, 6.8457142e-002
6.5899998e-001, 6.8480954e-002
6.6000003e-001, 6.8485022e-002
6.6100001e-001, 6.8490997e-002
6.6200000e-001, 6.8500750e-002
6.6299999e-001, 6.8504170e-002
6.6399997e-001, 6.8517968e-002
6.6500002e-001, 6.8539701e-002
6.6600001e-001, 6.8566576e-002
6.6700000e-001, 6.8599336e-002
6.6799998e-001, 6.8640657e-002
6.6900003e-001, 6.8697400e-002
6.7000002e-001, 6.8766415e-002
6.7100000e-001, 6.8843782e-002
6.7199999e-001, 6.8929955e-002
6.7299998e-001, 6.9048189e-002
6.7400002e-001, 6.9171667e-002
6.7500001e-001, 6.9300227e-002
6.7600000e-001, 6.9442101e-002
6.7699999e-001, 6.9582112e-002
6.7799997e-001, 6.9728374e-002
6.7900002e-001, 6.9900461e-002
6.8000001e-001, 7.0103914e-002
6.8099999e-001, 7.0317589e-002
6.8199998e-001, 7.0534021e-002
6.8300003e-001, 7.0826069e-002
6.8400002e-001, 7.1151353e-002
6.8500000e-001, 7.1510941e-002
6.8599999e-001, 7.1916103e-002
6.8699998e-001, 7.2408810e-002
6.8800002e-001, 7.2980471e-002
6.8900001e-001, 7.3605813e-002
6.9000000e-001, 7.4300721e-002
6.9099998e-001, 7.5048365e-002
6.9199997e-001, 7.5897686e-002
6.9300002e-001, 7.6863021e-002
6.9400001e-001, 7.7910587e-002
6.9499999e-001, 7.9039283e-002
6.9599998e-001, 8.0293149e-002
6.9700003e-001, 8.1586212e-002
6.9800001e-001, 8.2931727e-002
6.9900000e-001, 8.4384762e-002
6.9999999e-001, 8.5898958e-002
7.0099998e-001, 8.7460309e-002
7.0200002e-001, 8.9043587e-002
7.0300001e-001, 9.0666100e-002
7.0400000e-001, 9.2281431e-002
7.0499998e-001, 9.3889840e-002
7.0599997e-001, 9.5535740e-002
7.0700002e-001, 9.7197630e-002
7.0800000e-001, 9.8874599e-002
7.0899999e-001, 1.0056807e-001
7.0999998e-001, 1.0226870e-001
7.1100003e-001, 1.0398032e-001
7.1200001e-001, 1.0572406e-001
7.1300000e-001, 1.0747471e-001
7.1399999e-001, 1.0923466e-001
7.1499997e-001, 1.1102252e-001
7.1600002e-001, 1.1276000e-001
7.1700001e-001, 1.1456366e-001
7.1799999e-001, 1.1645500e-001
7.1899998e-001, 1.1838973e-001
7.2000003e-001, 1.2038659e-001
7.2100002e-001, 1.2227087e-001
7.2200000e-001, 1.2406857e-001
7.2299999e-001, 1.2584077e-001
7.2399998e-001, 1.2769774e-001
7.2500002e-001, 1.2955126e-001
7.2600001e-001, 1.3134053e-001
7.2700000e-001, 1.3308148e-001
7.2799999e-001, 1.3480219e-001
7.2899997e-001, 1.3647741e-001
7.3000002e-001, 1.3812062e-001
7.3100001e-001, 1.3970876e-001
7.3199999e-001, 1.4125705e-001
7.3299998e-001, 1.4273030e-001
7.3400003e-001, 1.4413416e-001
7.3500001e-001, 1.4547849e-001
7.3600000e-001, 1.4678127e-001
7.3699999e-001, 1.4804403e-001
7.3799998e-001, 1.4923255e-001
7.3900002e-001, 1.5037583e-001
7.4000001e-001, 1.5147762e-001
7.4100000e-001, 1.5252638e-001
7.4199998e-001, 1.5350866e-001
7.4299997e-001, 1.5444270e-001
7.4400002e-001, 1.5532865e-001
7.4500000e-001, 1.5615225e-001
7.4599999e-001, 1.5694021e-001
7.4699998e-001, 1.5769444e-001
7.4800003e-001, 1.5839832e-001
7.4900001e-001, 1.5907052e-001
7.5000000e-001, 1.5971696e-001
7.5099999e-001, 1.6032083e-001
7.5199997e-001, 1.6087122e-001
7.5300002e-001, 1.6140831e-001
