Wavelength (micron), Reflectance
1.9494399e+000, 3.9427269e-002
1.9594798e+000, 3.9077271e-002
1.9695098e+000, 4.1463640e-002
1.9795400e+000, 4.0036362e-002
1.9895699e+000, 4.1904546e-002
1.9995999e+000,-1.2300000e+034
2.0096202e+000,-1.2300000e+034
2.0196402e+000,-1.2300000e+034
2.0296602e+000, 4.9172729e-002
2.0396702e+000, 5.1613636e-002
2.0496900e+000, 5.2581817e-002
2.0597000e+000, 5.4900002e-002
2.0697000e+000, 5.7799999e-002
2.0797100e+000, 5.8754548e-002
2.0897100e+000, 6.2790908e-002
2.0997100e+000, 6.4699993e-002
2.1097100e+000, 6.6172726e-002
2.1197100e+000, 6.8281814e-002
2.1296999e+000, 7.1386375e-002
2.1396899e+000, 7.3345460e-002
2.1496801e+000, 7.5640909e-002
2.1596601e+000, 7.7359095e-002
2.1696501e+000, 7.8904554e-002
2.1796300e+000, 7.9499997e-002
2.1896100e+000, 8.3131820e-002
2.1995800e+000, 8.2599998e-002
2.2095501e+000, 8.4290922e-002
2.2195201e+000, 8.4409080e-002
2.2294900e+000, 8.2895450e-002
2.2394602e+000, 8.2381815e-002
2.2494202e+000, 7.8950003e-002
2.2593801e+000, 7.6877274e-002
2.2693400e+000, 7.2763629e-002
2.2793000e+000, 7.0513643e-002
2.2892501e+000, 6.8000004e-002
2.2992001e+000, 6.6359088e-002
2.3091500e+000, 6.4240910e-002
2.3190899e+000, 6.1495453e-002
2.3290401e+000, 5.9568182e-002
2.3389800e+000, 5.7377271e-002
2.3489199e+000, 5.3263634e-002
2.3588498e+000, 5.1645454e-002
2.3687799e+000, 5.3095452e-002
2.3787098e+000, 4.8599996e-002
2.3886399e+000, 4.5613635e-002
2.3985698e+000, 4.2945456e-002
2.4084899e+000, 4.5295451e-002
2.4184101e+000, 3.8095452e-002
2.4283299e+000, 4.0122729e-002
2.4382501e+000, 3.8527273e-002
2.4481599e+000, 3.6018182e-002
2.4580700e+000, 3.6572725e-002
2.4679801e+000, 3.0577270e-002
2.4778800e+000, 2.7531821e-002
2.4877899e+000,-1.2300000e+034
2.4976900e+000,-1.2300000e+034
2.5075898e+000,-1.2300000e+034
